week_start;word;n;tf;idf;tf_idf
2016-09-05;taxable;6;0,000433338148201647;2,63905732961526;0,00114360421621346
2016-09-05;trek;6;0,000433338148201647;2,63905732961526;0,00114360421621346
2016-09-05;wirral;6;0,000433338148201647;2,63905732961526;0,00114360421621346
2016-09-05;treaty;16;0,00115556839520439;0,847297860387204;0,000979110628787755
2016-09-05;china;24;0,00173335259280659;0,559615787935423;0,000970011476993366
2016-09-05;baseload;5;0,000361115123501372;2,63905732961526;0,000953003513511216
2019-02-25;abingdon;11;0,00154973231896309;2,63905732961526;0,00408983243530119
2019-02-25;layla;10;0,00140884756269372;2,63905732961526;0,00371802948663744
2019-02-25;moran;10;0,00140884756269372;2,63905732961526;0,00371802948663744
2019-02-25;colwyn;6;0,00084530853761623;2,63905732961526;0,00223081769198247
2019-02-25;ipcc;11;0,00154973231896309;1,25276296849537;0,00194144726027741
2019-02-25;lent;5;0,000704423781346858;2,63905732961526;0,00185901474331872
2019-02-25;defences;9;0,00126796280642434;1,25276296849537;0,00158845684931788
2019-02-25;david’s;4;0,000563539025077487;2,63905732961526;0,00148721179465498
2019-02-25;dirt;4;0,000563539025077487;2,63905732961526;0,00148721179465498
2019-02-25;pembrokeshire;4;0,000563539025077487;2,63905732961526;0,00148721179465498
2019-02-25;whale;4;0,000563539025077487;2,63905732961526;0,00148721179465498
2019-02-25;saddleworth;5;0,000704423781346858;1,94591014905531;0,00137074538535877
2019-02-25;forests;7;0,000986193293885602;1,25276296849537;0,00123546643835835
2019-02-25;hottest;10;0,00140884756269372;0,847297860387204;0,00119371352548211
2019-02-25;beast;3;0,000422654268808115;2,63905732961526;0,00111540884599123
2019-02-25;predictions;3;0,000422654268808115;2,63905732961526;0,00111540884599123
2019-03-18;organic;17;0,0037593984962406;1,54044504094715;0,005791146770478
2019-03-18;svalbard;9;0,00199026979212738;2,63905732961526;0,00525243608282559
2019-03-18;mozambique;11;0,00243255196815568;1,54044504094715;0,00374721261619165
2019-03-18;cyclone;7;0,00154798761609907;1,94591014905531;0,00301224481277912
2019-03-18;interserve;5;0,00110570544007077;2,63905732961526;0,00291802004601422
2019-03-18;olive;6;0,00132684652808492;1,94591014905531;0,00258192412523925
2019-03-18;zimbabwe;6;0,00132684652808492;1,94591014905531;0,00258192412523925
2019-03-18;lgbt;4;0,000884564352056612;2,63905732961526;0,00233441603681137
2019-03-18;malawi;8;0,00176912870411322;1,25276296849537;0,00221629892701525
2019-03-18;contemplating;3;0,000663423264042459;2,63905732961526;0,00175081202760853
2019-03-18;memorial;3;0,000663423264042459;2,63905732961526;0,00175081202760853
2019-03-18;navel;3;0,000663423264042459;2,63905732961526;0,00175081202760853
2019-03-18;outsourcing;3;0,000663423264042459;2,63905732961526;0,00175081202760853
2019-03-18;debbonaire;4;0,000884564352056612;1,94591014905531;0,0017212827501595
2019-03-18;idai;4;0,000884564352056612;1,94591014905531;0,0017212827501595
2019-04-22;ccus;31;0,00430974558598638;1,94591014905531;0,00838637767561723
2019-04-22;looe;14;0,00194633671625191;2,63905732961526;0,0051364941769239
2019-04-22;flood;22;0,00305852912553872;0,693147180559945;0,00212001084002764
2019-04-22;pupil;9;0,00125121646044766;1,54044504094715;0,00192743019164804
2019-04-22;teesside;9;0,00125121646044766;1,54044504094715;0,00192743019164804
2019-04-22;lyra;5;0,000695120255804254;2,63905732961526;0,00183446220604425
2019-04-22;protests;10;0,00139024051160851;1,25276296849537;0,00174164183024519
2019-04-22;rebellion;11;0,00152926456276936;1,02961941718116;0,00157456048783439
2019-04-22;greta;12;0,00166828861393021;0,847297860387204;0,0014135373730914
2019-04-22;regeneration;5;0,000695120255804254;1,94591014905531;0,00135264156058342
2019-04-22;thunberg;11;0,00152926456276936;0,847297860387204;0,00129574259200045
2019-04-22;extinction;10;0,00139024051160851;0,847297860387204;0,0011779478109095
2019-04-22;competitions;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;ehc;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;erasmus;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;looe’s;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;mckee;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;newham;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;newham’s;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;overshoot;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-22;tribunal;3;0,000417072153482553;2,63905732961526;0,00110067732362655
2019-04-29;newport;24;0,00145120328939412;1,02961941718116;0,00149418708503736
2019-04-29;calderdale;12;0,000725601644697061;1,94591014905531;0,00141195560458724
2019-04-29;declare;29;0,0017535373080179;0,559615787935423;0,000981307162300596
2019-04-29;extinction;18;0,00108840246704559;0,847297860387204;0,000922201081567884
2019-04-29;china;26;0,00157213689684363;0,559615787935423;0,0008797926282695
2019-04-29;rebellion;14;0,000846535252146572;1,02961941718116;0,000871609132938458
2019-04-29;cricket;5;0,000302334018623776;2,63905732961526;0,000797876807841111
2019-04-29;ni;5;0,000302334018623776;2,63905732961526;0,000797876807841111
2019-04-29;polio;5;0,000302334018623776;2,63905732961526;0,000797876807841111
2019-04-29;testimonials;5;0,000302334018623776;2,63905732961526;0,000797876807841111
2019-04-29;cyclone;6;0,000362800822348531;1,94591014905531;0,00070597780229362
2019-04-29;recall;6;0,000362800822348531;1,94591014905531;0,00070597780229362
2019-04-29;virtue;6;0,000362800822348531;1,94591014905531;0,00070597780229362
2019-04-29;declaring;11;0,000665134840972306;1,02961941718116;0,000684835747308788
2019-04-29;protests;9;0,000544201233522796;1,25276296849537;0,000681755152766859
2019-06-10;vnr;16;0,00230880230880231;2,63905732961526;0,00609306165567736
